POST,2° TURNO,DATA,LINK POSTAGEM,EXTRAÍDOS,N° COMENTÁRIOS,LINK COMENTÁRIOS,CONFIANÇA,FELICIDADE,EXPECTATIVA,SURPRESA,MEDO,TRISTEZA,RAIVA,REPULSA,POSITIVO,NEGATIVO,GRÁFICO,CATEGORIA,PARCERIA,OBSERVAÇÃO,TIPO
247,30,2023-09-30,https://www.instagram.com/reel/Cx0tQ9GL94Y/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,360,475,,"29,1","15,2","12,7",7,"10,7","10,2","8,9","6,3",64,"36,1",-,Autoridade,-,Voltaremos a caminhar seguros,Vídeo institucional
248,31,2023-10-01,https://www.instagram.com/reel/Cx30TddLi52/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,431,611,,29,"16,3","13,9","5,1","11,4","10,9","8,2","5,2","64,3","35,7",-,Humanização,-,Elementos típicos/diversidade,Vídeo institucional
249,32,2023-10-01,https://www.instagram.com/reel/Cx4GP5cLGD2/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,1121,1356,,"36,6","14,2","10,8","4,6","9,8","10,5","8,2","5,3","66,2","33,8",-,Autenticidade,-,Promessas dolarização,Debate/vídeo institucinal
250,33,2023-10-01,https://www.instagram.com/reel/Cx4IPVQr4WH/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,95,114,,"35,7","12,6","8,4","2,1","13,3","11,9","10,5","5,6","58,8","41,3",-,Autenticidade,-,Promessas segurança,Debate/vídeo institucinal
251,34,2023-10-01,https://www.instagram.com/reel/Cx4JLp0Leu7/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,1318,1673,,21,"8,6","10,4","6,1","13,8","15,9","13,5","10,7","46,1","53,9",-,Autenticidade,-,Indiretas ao Noboa,Debate/vídeo institucinal
252,35,2023-10-01,https://www.instagram.com/p/Cx4KR5VrMMo/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,62,83,,"28,1","11,5","10,1","7,9","9,4","17,3","10,1","5,8","57,6","42,6",-,Autenticidade,-,Experiência e conhecimento,Imagem
253,36,2023-10-01,https://www.instagram.com/reel/Cx4K3b5rRdL/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,59,78,,"52,9","5,9","10,3","2,9","8,8","8,8","8,8","1,5",72,"27,9",-,Autenticidade ,-,Experiência para lidar com mineiros,Debate/vídeo institucinal
254,37,2023-10-01,https://www.instagram.com/p/Cx4LH0hL8T3/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,21,33,,"48,1","18,5","18,5",0,"7,4","7,4",0,0,"85,1","14,8",-,Autenticidade,-,Experiência para lidar com mineiros,Imagem
255,38,2023-10-01,https://www.instagram.com/reel/Cx4MoPYrbYF/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,121,142,,"21,8",9,"10,4","6,2",17,17,"10,8","7,8","47,4","52,6",-,Autoridade,-,Pautas de saude,Debate/vídeo institucinal
256,39,2023-10-01,https://www.instagram.com/p/Cx4NGYzLVEU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,33,50,,"43,6","18,2","12,7","7,3","12,7","1,8","3,6",0,"81,8","18,1",-,Autoridade ,-,Sistema de saúde,Imagem
257,40,2023-10-01,https://www.instagram.com/reel/Cx4NqAVLI3w/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,185,235,,"35,8","11,8","11,4","6,6",14,"8,9","7,4","4,1","65,6","34,4",-,Autoridade,-,Educação de qualidade,Debate/vídeo institucinal
258,41,2023-10-01,https://www.instagram.com/p/Cx4ORAoraCA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,146,171,,"35,7",15,15,"6,3",8,"10,8","6,6","2,4",72,"27,8",-,Autoridade ,-,Devolveremos a educação de qualidade,Imagem
259,42,2023-10-01,https://www.instagram.com/reel/Cx4O6B-L2ui/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,1450,1954,,"25,1","13,4","11,3","5,8","11,1","12,6","13,5","7,2","55,6","44,4",-,Humanização,-,Emprego,Debate/vídeo institucinal
260,43,2023-10-01,https://www.instagram.com/p/Cx4PsWxrx-5/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,85,121,,"26,3","14,6","8,5","3,3","11,3","18,3","9,9",8,"52,7","47,5",-,Autoridade,-,Segurança social,Imagem
261,44,2023-10-01,https://www.instagram.com/reel/Cx4Qi0qLzy2/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,48,65,,"40,6","15,1","11,3","2,8","12,3","10,4","7,5",0,"69,8","30,2",-,Autoridade,-,Emprego,Vídeo/institucional
262,45,2023-10-01,https://www.instagram.com/p/Cx4QyvCLMrb/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,118,148,,"26,8","11,5","12,9","4,9","13,4","14,1","9,9","6,4","56,1","43,8",-,Autoridade,-,Criar condições dignas para migrantes,Imagem
263,46,2023-10-01,https://www.instagram.com/reel/Cx4RhO-rMLE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,41,54,,43,"16,5","10,1","5,1","6,3","12,7","2,5","3,8","74,7","25,3",-,Autenticidade,-,Recompor o Equador,Debate/vídeo institucinal
264,47,2023-10-01,https://www.instagram.com/reel/Cx4ScOXLh-N/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,43,56,,"37,1","17,7","16,1","6,5","6,5","8,1","6,5","1,6","77,4","22,7",-,Autenticidade ,-,Respeito a democracia,Debate/vídeo institucinal
265,48,2023-10-01,https://www.instagram.com/reel/Cx4TJo4LlGZ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,722,919,,"27,1","12,8","11,6","5,2","12,2","14,5","8,9","7,6","56,7","43,2",-,Autenticidade,-,Serie uma líder,Debate/vídeo institucinal
266,49,2023-10-01,https://www.instagram.com/p/Cx4TU9prUda/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,69,113,,34,17,"10,2","2,7","12,2","10,2","10,2","3,4","63,9",36,-,Autenticidade,-,Discurso para as mulheres,Imagem
267,50,2023-10-02,https://www.instagram.com/reel/Cx4ZK7ALLzE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,305,382,,"30,7","15,8","11,6","6,3","11,1","10,3","8,5","5,6","64,4","35,5",-,Autenticidade ,-,Superar a polarização política,Vídeo institucional
268,51,2023-10-02,https://www.instagram.com/p/Cx5uhzVr6Sx/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,42,56,,"33,3",19,"13,8","7,5","9,2","11,5",4,"1,7","73,6","26,4",-,Autoridade ,-,Desenvolvimento do país,Imagem
269,52,2023-10-02,https://www.instagram.com/reel/Cx5woFSLp0N/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,231,261,,"37,8","18,4","13,6","5,5",9,"8,3",5,"2,4","75,3","24,7",-,Autenticidade,-,Fortalecer a dolarização,Vídeo institucional
270,53,2023-10-02,https://www.instagram.com/p/Cx6EebkPCfH/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,36,49,,"30,2","11,5","9,4","7,2","12,2","14,4","11,5","3,6","58,3","41,7",-,Autenticidade ,-,Retomar o controle do país,Imagem
271,54,2023-10-02,https://www.instagram.com/reel/Cx6LRpFvzOO/?utm_source=ig_web_copy_link ,1699,2157,,"32,1","18,6",13,"5,5","8,9","10,1",7,"4,7","69,2","30,7",-,Humanização,-,"Autenticidade, demonstra confiança",Vídeo-trend
272,55,2023-10-02,https://www.instagram.com/p/Cx6ZOOIx-DZ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,46,55,,"37,3",11,"9,3","5,1","12,7","11,9","9,3","3,4","62,7","37,3",-,Autoridade ,-,Medidas de segurança,Imagem
273,56,2023-10-02,https://www.instagram.com/p/Cx6nCs5OaJ7/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,45,54,,"40,6",16,"14,2","3,8","10,4","11,3","1,9","1,9","74,6","25,5",-,Autenticidade,-,Confiança,Imagem
274,57,2023-10-02,https://www.instagram.com/p/Cx6xnhVrO-i/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,65,77,,"33,1","15,3","12,3","6,1","9,2","15,3","4,3","4,3","66,8","33,1",-,Autenticidade,-,Encontro com enfermeiras,Fotos
275,58,2023-10-03,https://www.instagram.com/p/Cx8G199L2xu/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,563,596,,31,"24,5","16,2","5,6","8,5","7,8","3,8","2,5","77,3","22,6",HIST,Autenticidade,-,História para humanizar e gerar confiança (experincia há muitos anos lutando) (foto do seu filho bebe),Foto
276,59,2023-10-03,https://www.instagram.com/reel/Cx8UaIBri3t/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,1272,1561,,27,"14,1","12,6","7,1","10,7","11,9","9,8","6,8","60,8","39,2",-,Autoridade,-,Políticas publicas aos médicos,Vídeo institucional
277,60,2023-10-03,https://www.instagram.com/p/Cx8evMVM7_r/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,64,78,,"30,9",18,"19,1","5,6","11,8","6,7","3,9","3,9","73,6","26,3",-,Autenticidade ,-,Luisa com apoiadores,Fotos
278,61,2023-10-03,https://www.instagram.com/reel/Cx8w2MDvX4K/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,997,1241,,"25,6","12,5","13,2","7,1","11,1",11,"11,3","8,2","58,4","41,6",-,Autoridade ,-,Políticas publicas aos professores,Vídeo institucional
279,62,2023-10-03,https://www.instagram.com/reel/Cx88Y3qvndZ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,92,115,,"35,9","16,5","15,8","6,6","10,3","9,2","4,8","1,1","74,8","25,4",-,Autoridade ,-,Conversa na universidade,Vídeo institucional
280,63,2023-10-03,https://www.instagram.com/p/Cx89a2erv0L/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,46,78,,"37,2","19,5","16,8",8,8,"5,3","1,8","3,5","81,5","18,6",-,Autoridade,-,Apoio dos eleitores,Foto
281,64,2023-10-03,https://www.instagram.com/reel/Cx9bmpANMB4/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,354,465,,"37,5","17,9","12,3","5,6","8,5",8,"5,3",5,"73,3","26,8",-,Autenticidade,@marcelaguinagav e @revolucionciudadana5oficial,"Conversa sobre competencias de Luisa (humaniza, conversa no carro)",Vídeo
282,65,2023-10-04,https://www.instagram.com/p/Cx-sUKNr0tc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,262,295,,"36,7","24,1","15,8","6,7","7,7","3,5","2,9","2,6","83,3","16,7",-,Humanização,-,Tomando café da manhã,Fotos
283,66,2023-10-04,https://www.instagram.com/reel/Cx-2rP4LYmG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,49,73,,38,"21,5","15,3","3,1","7,4","6,7","7,4","0,6","77,9","22,1",-,Autenticidade,-,Governo irá dialogar com todos os setores,Vídeo institucional
284,67,2023-10-04,https://www.instagram.com/reel/Cx_AT15rBnv/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,181,215,,"36,4","18,9","11,7","4,4",9,"9,2","5,8","4,6","71,4","28,6",-,Autenticidade,-,Humaniza pq o vídeo é pouco menos profissional),Vídeo
285,68,2023-10-04,https://www.instagram.com/reel/Cx_cAy6PLvs/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,430,585,,"26,4","12,6","12,9","5,5","13,2","12,8","11,3","5,3","57,4","42,6",-,Autoridade,-,Gerar identificação com as mulheres,Vídeo institucional
286,69,2023-10-04,https://www.instagram.com/p/Cx_ibRrL1T4/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,82,98,,"36,7","20,8","15,8","7,2","8,1","5,9","4,1","1,4","80,5","19,5",-,-,-,Horário de pronunciamento,Imagem
287,70,2023-10-04,https://www.instagram.com/reel/Cx_3Q_Or17L/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,2486,3465,,"25,4","12,5","11,6","5,6",14,"12,2","11,3","7,5","55,1",45,-,Autenticidade,-,Diversidade ASSOCIAÇÕES SOCIAIS,Vídeo institucional
288,71,2023-10-05,https://www.instagram.com/reel/CyBSAiXLbCy/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,146,173,,"32,4","14,8","12,8","4,5","12,6","10,6","9,4","2,9","64,5","35,5",-,Autoridade,-,Faz promessas enquanto humaniza,Vídeo
289,72,2023-10-05,https://www.instagram.com/reel/CyBcK7_rfqW/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,70,92,,"32,3","22,2","17,9","6,5","5,7","7,5","6,1","1,8","78,9","21,1",-,Autoridade,-,Fortalecer a educação (apoio/obseram dos/os eleitores),Vídeo
290,73,2023-10-05,https://www.instagram.com/reel/CyCBJvyv6bA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,53,67,,"35,4",18,"16,1","5,6","13,7","6,2","4,3","0,6","75,1","24,8",-,Humanização,-,Discurso para diversidade e para as mulheres,Vídeo institucional
291,74,2023-10-05,https://www.instagram.com/reel/CyCOWSJrHXx/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,146,178,,"36,9","17,7","12,8",5,"7,8","9,9","7,3","2,6","72,4","27,6",-,Autenticidade,-,Candidata convida Noboa para um debate na internet (apoio dos jovens),Vídeo institucional
292,75,2023-10-06,https://www.instagram.com/reel/CyD6YgoLv5c/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,64,79,,"38,1","20,2","15,6","9,2",6,"5,5","3,2","2,3","83,1",17,-,Autenticidade,-,Eleitores apoiam Luisa (Imagens de Correa com os eleitores),Vídeo
293,76,2023-10-06,https://www.instagram.com/reel/CyEKSXMrj6e/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,96,116,,"33,8","17,4","15,4","5,5","10,6","6,8","6,1","4,4","72,1","27,9",-,Autoridade,-,Promessas para a educação (apoio dos eleitores),Vídeo institucional
294,77,2023-10-06,https://www.instagram.com/reel/CyER0wtryXY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,393,455,,"35,9",18,"14,1","4,8","10,7",8,"4,2","4,3","72,8","27,2",-,Humanização,-,Resposta se usa lentes inteligentes (autenticidade),Vídeo
295,78,2023-10-06,https://www.instagram.com/reel/CyEm1iIPZL-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,286,383,,"23,4","13,1","16,1","6,8","10,1","11,2",12,"7,4","59,4","40,7",-,Autoridade,-,Políticas publicas para pescadores,Vídeo institucional
296,79,2023-10-06,https://www.instagram.com/reel/CyEsVSJLrxO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,201,268,,"22,9","14,4","13,6","6,7","13,4","12,4","9,5","7,1","57,6","42,4",-,Autoridade,-,Políticas publicas para geração de empregos,Vídeo institucional
297,80,2023-10-06,https://www.instagram.com/reel/CyE1XjVLF-9/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,628,729,,"28,4","16,6","13,5","6,8",10,"11,8","6,8","6,2","65,3","34,8",-,Autoridade,-,"Humaniza a questão das mulheres que não podem estudra por não ter com quem deixar seus filhos, mas faz promessas",Vídeo
298,81,2023-10-06,https://www.instagram.com/reel/CyFHOnPL2mt/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,358,433,,29,"13,7","11,4","4,9","15,3","10,2","9,8","5,7",59,41,-,Autenticidade,-,Comunicado sobre a morte dos assassinos de Villavicencio,Vídeo institucional
299,82,2023-10-07,https://www.instagram.com/reel/CyGuKLfLweW/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,341,435,,"24,2","13,8","12,2","7,5","11,1","12,6","10,8","7,9","57,7","42,4",-,Autoridade,-,Falando de forma humanizada com jovens sobre promessas ,Vídeo institucional
300,83,2023-10-07,https://www.instagram.com/reel/CyG7FK0L_VE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,69,88,,"38,8","14,7","12,9","8,2","8,6","6,9","6,5","3,4","74,6","25,4",-,Autoridade,-,RC é uma equipe grande (que ela tem aderência),Vídeo institucional
301,84,2023-10-07,https://www.instagram.com/p/CyHKUoHvpek/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,37,52,,"33,1","13,4","17,8","8,9",14,"5,7","3,8","3,2","73,2","26,7",-,Autenticidade,-,Promessas e apoio dos eleitores,Fotos
302,85,2023-10-07,https://www.instagram.com/reel/CyHROXOLJJX/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,30,49,,"31,9","18,1","20,2","10,6","2,1","8,5","8,5",0,"80,8","19,1",-,Autoridade,-,Falando de forma humanizada com jovens sobre promessas ,Vídeo institucional
303,86,2023-10-07,https://www.instagram.com/reel/CyHXuLMrAym/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,50,72,,"51,3","9,2","13,2","2,6","9,2","5,3","3,9","5,3","76,3","23,7",-,Autenticidade,-,Candidata demonstra ter experiência,Vídeo institucional
304,87,2023-10-07,https://www.instagram.com/reel/CyHawi-LO-b/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,322,346,,"30,7","10,6","12,4","5,8","13,3",12,"9,8","5,4","59,5","40,5",-,Autenticidade,@pabelml,Confiança em luisa para cumprir promessas,Vídeo
305,88,2023-10-07,https://www.instagram.com/p/CyHk8dML2KC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,80,113,,"35,5","19,5",16,"7,1","5,3","10,7","2,4","3,6","78,1",22,-,Autenticidade,-,Equipe experiente para governar,Fotos
306,89,2023-10-08,https://www.instagram.com/reel/CyI75f1rNxV/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,27,41,,"31,3","19,1","19,1",13,"6,9","4,6","5,3","0,8","82,5","17,6",-,Autenticidade,-,Apoio os eleitores,Vídeo
307,90,2023-10-08,https://www.instagram.com/reel/CyI_nkuL9Tz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,211,244,,"31,4","19,6","13,6","7,5",9,"9,5",6,"3,3","72,1","27,8",-,Humanização,-,Brincando com filhotes,Vídeo
308,91,2023-10-08,https://www.instagram.com/reel/CyJTan2rzcG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,608,801,,"21,8","12,3","11,9","5,3","11,8","14,6","13,5","8,7","51,3","48,6",-,Autoridade,-,Promessa ao setor de transportes,Vídeo institucional
309,92,2023-10-08,https://www.instagram.com/p/CyJth7GPfej/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,113,138,,"36,1","18,2","15,3","4,7",8,"8,8","6,2","2,6","74,3","25,6",-,Autenticidade,-,Apoio dos eleitores,Fotos
310,93,2023-10-08,https://www.instagram.com/reel/CyJ1dAJLk_T/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,5186,6215,,"23,1","14,8","12,1","5,1","13,9","12,8","10,7","7,5","55,1","44,9",-,Humanização,-,Meme sugreindo que a candidata ganhou a eleição,Vídeo
311,94,2023-10-08,https://www.instagram.com/reel/CyKDzHYrlev/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,69,89,,"50,5","15,2","12,4","7,6","3,8","4,8","3,8","1,9","85,7","14,3",HIST,Humanização,-,História para humanizar,Vídeo
312,95,2023-10-08,https://www.instagram.com/reel/CyKKe_rL6HN/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,49,77,,"31,5","10,8","14,4","6,3",9,"7,2","13,5","7,2",63,"36,9",-,Autoridade,-,Conversa com jovens,Vídeo institucional
313,96,2023-10-09,https://www.instagram.com/reel/CyLqqOiL0BI/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,65,81,,"41,2","18,1",13,"6,2","7,3","6,8","4,5","2,8","78,5","21,4",-,Autenticidade,-,Apoio dos eleitores,Vídeo institucional
314,97,2023-10-09,https://www.instagram.com/reel/CyL4ZheLqyZ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,36,60,,33,"21,6","12,4","6,2","7,2","11,3","5,2","3,1","73,2","26,8",-,Autenticidade,-,Reunião com reitores de universidades,Vídeo institucional
315,98,2023-10-09,https://www.instagram.com/reel/CyMF-CcPJwX/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,59,88,,"37,2","17,4","15,7","5,8","13,2","7,4","2,5","0,8","76,1","23,9",-,Autenticidade,-,Apoio dos eleitores,Vídeo institucional
316,99,2023-10-09,https://www.instagram.com/reel/CyMUHFNvaaa/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,926,1182,,"24,6","11,9","14,5","5,5","13,1","15,3","8,9","6,2","56,5","43,5",-,Autoridade,-,Promessas para os jovens,Vídeo institucional
317,100,2023-10-09,https://www.instagram.com/p/CyMoaQBr3Wx/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,74,100,,"34,7","16,3","14,3","9,5","9,5","4,8","6,8","4,1","74,8","25,2",-,Autenticidade,-,Pauta afro-descendente ,Fotos
318,101,2023-10-10,https://www.instagram.com/p/CyNCR6WNtud/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,176,207,,"40,8","20,1","12,9","4,8","6,1","6,5","4,8","4,1","78,6","21,5",-,Autenticidade,Vice,Profundo compromisso,Fotos
319,102,2023-10-10,https://www.instagram.com/reel/CyOGrwnL3qQ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,275,316,,"29,7",14,"12,9","5,7","13,3","9,6","9,6","5,2","62,3","37,7",-,Autenticidade,-,não podemos deixar que o odio e medo vençam,Vídeo
320,103,2023-10-10,https://www.instagram.com/reel/CyOSx32L3Lf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,124,169,,"24,1","11,9","11,6","3,8","19,1","11,6",9,9,"51,4","48,7",-,Autoridade,-,promessas para a saúde mental,Vídeo institucional
321,104,2023-10-10,https://www.instagram.com/p/CyOcr68rZhI/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,135,170,,"33,9","18,5","12,5","5,9","9,6","9,6","5,9","4,1","70,8","29,2",-,Autenticidade,Vice,Temos uma grande equipe,Fotos
322,105,2023-10-10,https://www.instagram.com/reel/CyOrck5vT7f/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,52,72,,"46,5","17,8","14,9",3,"6,9","5,9",1,4,"82,2","17,8",-,Autenticidade,-,Diversidade,Vídeo
323,106,2023-10-10,https://www.instagram.com/reel/CyOyVW2vicK/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,60,80,,"40,2","19,5","14,9","4,6","9,2","5,7","3,4","2,3","79,2","20,6",-,Autenticidade,-,Experiência e melhor equipe,Vídeo
324,107,2023-10-10,https://www.instagram.com/reel/CyO0zAmv11v/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,1305,1567,,"24,9","14,2","11,1","5,8","12,5","13,7","9,7","8,2",56,"44,1",-,Humanização,-,Seus cachorros,Vídeo
325,108,2023-10-10,https://www.instagram.com/reel/CyO4lflv9QY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,62,74,,"32,5","17,5","17,5","9,7","9,7","5,8","4,5","2,6","77,2","22,6",-,Autenticidade,-,Humanização/diversidade para gerar confiança,Vídeo institucional
326,109,2023-10-10,https://www.instagram.com/reel/CyPC2OSrtty/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,177,202,,"29,7",14,"12,9","5,7","13,3","9,6","9,6","5,2","62,3","37,7",-,Autenticidade,-,Humanização/diversidade para gerar confiança,Vídeo institucional
327,110,2023-10-10,https://www.instagram.com/p/CyPKNFqLasA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,37,66,,"35,4","19,7","16,3","6,8","5,4","7,5","5,4","3,4","78,2","21,7",-,Autenticidade,-,Tempos de união,Imagem
328,111,2023-10-10,https://www.instagram.com/reel/CyPS5eGr5iE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,387,449,,"31,6","18,5","15,5","6,3","8,8","9,2","5,8","4,2","71,9",28,-,Humanização,-,Leitura de uma carta recebida por mâes,Vídeo
329,112,2023-10-10,https://www.instagram.com/reel/CyPVxd9Ljz7/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,928,1278,,"27,8","13,9","13,1","5,2",12,"11,3","10,7",6,60,40,-,Humanização,-,História para gerar autenticidade,Vídeo institucional
330,113,2023-10-11,https://www.instagram.com/reel/CyQtsJ9LU8A/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,140,182,,"35,2",16,"12,7","3,6","11,7","7,5","8,1","5,1","67,5","32,4",-,Autenticidade,-,Equipe experiente para governar,Vídeo institucional
331,114,2023-10-11,https://www.instagram.com/reel/CyQ1LvqrsED/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,41,64,,"37,4","17,4","16,5","3,5","8,7","4,3",7,"5,2","74,8","25,2",-,Autenticidade,-,Reunião,Vídeo institucional
332,115,2023-10-11,https://www.instagram.com/reel/CyRZ6nRPq55/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,820,1096,,34,"15,4","14,8","5,2","10,9","8,7","6,5","4,4","69,4","30,5",-,Autenticidade,-,Feminismo,Vídeo institucional
333,116,2023-10-11,https://www.instagram.com/reel/CyRfKzRvzR3/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,59,76,,38,"20,2","12,4","3,9","9,3","7,8","4,7","3,9","74,5","25,7",HIST,Autenticidade,-,História para humanizar e gerar confiança,Vídeo institucional
334,117,2023-10-11,https://www.instagram.com/reel/CyRj918rXUm/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,73,87,,"38,9","19,8","19,2",9,"6,6","3,6","2,4","0,6","86,9","13,2",-,Autenticidade,-,"Apoio do povo, divesridade e elementos etnicos ",Vídeo institucional
335,118,2023-10-11,https://www.instagram.com/reel/CyRrFyYLGWE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,42,58,,"38,5",20,"13,8","7,7","13,8","3,1","1,5","1,5",80,"19,9",-,Autenticidade,-,"Apoio do povo, divesridade e elementos etnicos ",Vídeo institucional
336,119,2023-10-11,https://www.instagram.com/reel/CyRx0lurHux/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,24,41,,"30,4","12,5","14,3","5,4","14,3","7,1","12,5","3,6","62,6","37,5",-,Autenticidade,-,"Apoio do povo, divesridade e elementos etnicos ",Vídeo institucional
337,120,2023-10-11,https://www.instagram.com/tv/CyR5bPbidYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,124,139,,"31,5","19,1","17,5",7,"10,5","6,7","5,1","2,7","75,1",25,-,Autenticidade,-,Expressa confiança,Vídeo institucional
338,121,2023-10-11,https://www.instagram.com/p/CyR_37xLM3h/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== ,40,56,,"35,7","20,5","16,1","0,9","11,6","3,6","7,1","4,5","73,2","26,8",-,Autenticidade,-,É tempo de mulheres,Imagem
